id,source_x,title,doi,license,abstract,publish_time,journal,url,volume,issue,start_page,end_page,subject_class
1298,AMC,Every finite group has a normal bi-Cayley graph,10.26493/1855-3974.1298.937,CC BY 4.0,"A graph <span class=""math inline"">Γ</span> with a group <span class=""math inline""><em>H</em></span> of automorphisms acting semiregularly on the vertices with two orbits is called a <span><em>bi-Cayley graph</em></span> over <span class=""math inline""><em>H</em></span>. When <span class=""math inline""><em>H</em></span> is a normal subgroup of <span class=""math inline"">Aut(Γ)</span>, we say that <span class=""math inline"">Γ</span> is <span><em>normal</em></span> with respect to <span class=""math inline""><em>H</em></span>. In this paper, we show that every finite group has a connected normal bi-Cayley graph. This improves a theorem by Arezoomand and Taeri and provides a positive answer to a question reported in the literature.",2017-03-21T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/1298,14,1,177,186,05C25;20B25
1165,AMC,"Flag-transitive automorphism groups of 2-designs with <span class=""math inline"">λ ≥ (<em>r</em>, λ)<sup>2</sup></span> and an application to symmetric designs",10.26493/1855-3974.1165.105,CC BY 4.0,"Let <em><strong>D</strong></em> be a 2-<span class=""math inline"">(<em>v</em>, <em>k</em>, λ)</span> design with <span class=""math inline"">λ ≥ (<em>r</em>, λ)<sup>2</sup></span>. If <span class=""math inline""><em>G</em> ≤ Aut(<em><strong>D</strong></em>)</span> is flag-transitive, then <span class=""math inline""><em>G</em></span> cannot be of simple diagonal or twisted wreath product type, and if <span class=""math inline""><em>G</em></span> is product type then the socle of <span class=""math inline""><em>G</em></span> has exactly two components and <span class=""math inline""><em>G</em></span> has rank 3. Furthermore, we prove that if <em><strong>D</strong></em> is symmetric, then <span class=""math inline""><em>G</em></span> must be an affine or almost simple group.",2017-03-21T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/1165,14,1,187,195,05B05;05B25;20B25
992,AMC,Trees with small spectral gap,10.26493/1855-3974.992.68d,CC BY 4.0,"Continuing the previous research, we consider trees with given number of vertices and minimal spectral gap. Using the computer search, we conjecture that this spectral invariant is minimized for double comet trees. The conjecture is confirmed for trees with at most 20 vertices; simultaneously no counterexamples are encountered. We provide theoretical results concerning double comets and putative trees that minimize the spectral gap. We also compare the spectral gap of regular graphs and paths. Finally, a sequence of inequalities that involve the same invariant is obtained.",2017-03-21T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/992,14,1,197,207,05C50;65F15
1193,AMC,Groups of Ree type in characteristic 3 acting on polytopes,10.26493/1855-3974.1193.0fa,CC BY 4.0,"<p>Every Ree group <span class=""math inline"">R(<em>q</em>)</span>, with <span class=""math inline""><em>q</em> ≠ 3</span> an odd power of 3, is the automorphism group of an abstract regular polytope, and any such polytope is necessarily a regular polyhedron (a map on a surface). However, an almost simple group <span class=""math inline""><em>G</em></span> with <span class=""math inline"">R(<em>q</em>) &lt; <em>G</em> ≤ Aut(R(<em>q</em>))</span> is not a C-group and therefore not the automorphism group of an abstract regular polytope of any rank.</p>",2017-09-04T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/1193,14,2,209,226,52B11;20D05
1176,AMC,On hypohamiltonian snarks and a theorem of Fiorini,10.26493/1855-3974.1176.9b7,CC BY 4.0,"In 2003, Cavicchioli et al. corrected an omission in the statement and proof of Fiorini’s theorem from 1983 on hypohamiltonian snarks. However, their version of this theorem contains an unattainable condition for certain cases. We discuss and extend the results of Fiorini and Cavicchioli et al. and present a version of this theorem which is more general in several ways. Using Fiorini’s erroneous result, Steffen had shown that hypohamiltonian snarks exist for some orders <span class=""math inline""><em>n</em> ≥ 10</span> and each even <span class=""math inline""><em>n</em> ≥ 92</span>. We rectify Steffen’s proof by providing a correct demonstration of a technical lemma on flower snarks, which might be of separate interest. We then strengthen Steffen’s theorem to the strongest possible form by determining all orders for which hypohamiltonian snarks exist. This also strengthens a result of Máčajová and Škoviera. Finally, we verify a conjecture of Steffen on hypohamiltonian snarks up to 36 vertices.",2017-09-04T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/1176,14,2,227,249,05C10;05C38;05C45;05C85
1285,AMC,Inherited unitals in Moulton planes,10.26493/1855-3974.1285.f3c,CC BY 4.0,"We prove that every Moulton plane of odd order—by duality every generalised André plane—contains a unital. We conjecture that such unitals are non-classical, that is, they are not isomorphic, as designs, to the Hermitian unital. We prove our conjecture for Moulton planes which differ from <span class=""math inline"">PG(2, <em>q</em><sup>2</sup>)</span> by a relatively small number of point-line incidences. Up to duality, our results extend previous analogous results—due to Barwick and Grüning—concerning inherited unitals in Hall planes.",2017-09-04T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/1285,14,2,251,265,51E20;05B25
953,AMC,Trilateral matroids induced by <em>n</em><sub>3</sub>-configurations,10.26493/1855-3974.953.3e1,CC BY 4.0,"We define a new class of a rank-3 matroid called a trilateral matroid. When defined, the ground set of such a matroid consists of the points of an <span class=""math inline""><em>n</em><sub>3</sub></span>-configuration, and its bases are the point triples corresponding to non-trilaterals within the configuration. We characterize which <span class=""math inline""><em>n</em><sub>3</sub></span>-configurations induce trilateral matroids and provide several examples.",2017-09-04T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/953,14,2,267,284,05B30;51E30;05C38;05B35
1478,AMC,A Tribute to Mark E. Watkins on the Occasion of his 80<sup>th</sup> Birthday,NA,CC BY 4.0,NA,2017-03-06T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/1478,13,2,NA,NA,NA
862,AMC,Growth of face-homogeneous tessellations,10.26493/1855-3974.862.bb5,CC BY 4.0,"A tessellation of the plane is <em>face-homogeneous</em> if for some integer <span class=""math inline""><em>k</em> ≥ 3</span> there exists a cyclic sequence <span class=""math inline""><em>σ</em> = [<em>p</em><sub>0</sub>, <em>p</em><sub>1</sub>, …, <em>p</em><sub><em>k</em> − 1</sub>]</span> of integers <span class=""math inline"">≥ 3</span> such that, for every face <span class=""math inline""><em>f</em></span> of the tessellation, the valences of the vertices incident with <span class=""math inline""><em>f</em></span> are given by the terms of <span class=""math inline""><em>σ</em></span> in either clockwise or counter-clockwise order. When a given cyclic sequence <span class=""math inline""><em>σ</em></span> is realizable in this way, it may determine a unique tessellation (up to isomorphism), in which case <span class=""math inline""><em>σ</em></span> is called <em>monomorphic</em>, or it may be the valence sequence of two or more non-isomorphic tessellations (<em>polymorphic</em>). A tessellation whose faces are uniformly bounded in the hyperbolic plane but not uniformly bounded in the Euclidean plane is called a <span><em>hyperbolic tessellation</em></span>. Such tessellations are well-known to have exponential growth. We seek the face-homogeneous hyperbolic tessellation(s) of slowest growth rate and show that the least growth rate of such monomorphic tessellations is the “golden mean,” <span class=""math inline"">γ = (1+√5)/2</span>, attained by the sequences <span class=""math inline"">[4, 6, 14]</span> and <span class=""math inline"">[3, 4, 7, 4]</span>. A polymorphic sequence may yield non-isomorphic tessellations with different growth rates. However, all such tessellations found thus far grow at rates greater than <span class=""math inline""><em>γ</em></span>.",2017-09-04T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/862,14,2,285,318,05B45;05C63;05C10;05C12
1349,AMC,The 4-girth-thickness of the complete graph,10.26493/1855-3974.1349.b67,CC BY 4.0,"<p>In this paper, we define the <span class=""math inline"">4</span>-girth-thickness <span class=""math inline""><em>θ</em>(4, <em>G</em>)</span> of a graph <span class=""math inline""><em>G</em></span> as the minimum number of planar subgraphs of girth at least <span class=""math inline"">4</span> whose union is <span class=""math inline""><em>G</em></span>. We prove that the <span class=""math inline"">4</span>-girth-thickness of an arbitrary complete graph <span class=""math inline""><em>K</em><sub><em>n</em></sub></span>, <span class=""math inline""><em>θ</em>(4, <em>K</em><sub><em>n</em></sub>)</span>, is <span class=""math inline"">⌈(<em>n</em>+2)/4⌉</span> for <span class=""math inline""><em>n</em> ≠ 6, 10</span> and <span class=""math inline""><em>θ</em>(4, <em>K</em><sub>6</sub>)=3</span>.</p>",2017-09-04T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/1349,14,2,319,327,05C10
1236,AMC,A note on the thickness of some complete bipartite graphs,10.26493/1855-3974.1236.4d7,CC BY 4.0,"<p>The thickness of a graph is the minimum number of planar subgraphs into which the graph can be decomposed. Determining the thickness for the complete bipartite graph is an unsolved problem in graph theory for over fifty years. Using a new planar decomposition for <span class=""math inline""><em>K</em><sub>4<em>k</em> − 4, 4<em>k </em></sub>(<em>k</em> ≥ 4)</span>, we obtain the thickness of the complete bipartite graph <span class=""math inline""><em>K</em><sub><em>n</em>, <em>n</em> + 4</sub>,</span> for <span class=""math inline""><em>n</em> ≥ 1.</span></p>",2017-09-04T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/1236,14,2,329,344,05C10
1486,AMC,Semiregular automorphisms in vertex-transitive graphs with a solvable group of automorphisms,10.26493/1855-3974.1486.a33,CC BY 4.0,"It has been conjectured that automorphism groups of vertex-transitive (di)graphs, and more generally <span class=""math inline"">2</span>-closures of transitive permutation groups, must necessarily possess a fixed-point-free element of prime order, and thus a non-identity element with all orbits of the same length, in other words, a <span><em>semiregular</em></span> element. The known affirmative answers for graphs with primitive and quasiprimitive groups of automorphisms suggest that solvable groups need to be considered if one is to hope for a complete solution of this conjecture. It is the purpose of this paper to present an overview of known results and suggest possible further lines of research towards a complete solution of the problem.",2017-03-06T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/1486,13,2,461,468,NA
1240,AMC,Alphabet-almost-simple 2-neighbour-transitive codes,10.26493/1855-3974.1240.515,CC BY 4.0,"Let <span class=""math inline""><em>X</em></span> be a subgroup of the full automorphism group of the Hamming graph <span class=""math inline""><em>H</em>(<em>m</em>, <em>q</em>)</span>, and <span class=""math inline""><em>C</em></span> a subset of the vertices of the Hamming graph. We say that <span class=""math inline""><em>C</em></span> is an <em><span class=""math inline"">(<em>X</em>, 2)</span>-neighbour-transitive code</em> if <span class=""math inline""><em>X</em></span> is transitive on <span class=""math inline""><em>C</em></span>, as well as <span class=""math inline""><em>C</em><sub>1</sub></span> and <span class=""math inline""><em>C</em><sub>2</sub></span>, the sets of vertices which are distance <span class=""math inline"">1</span> and <span class=""math inline"">2</span> from the code. It has been shown that, given an <span class=""math inline"">(<em>X</em>, 2)</span>-neighbour-transitive code <span class=""math inline""><em>C</em></span>, there exists a subgroup of <span class=""math inline""><em>X</em></span> with a <span class=""math inline"">2</span>-transitive action on the alphabet; this action is thus almost-simple or affine. This paper completes the classification of <span class=""math inline"">(<em>X</em>, 2)</span>-neighbour-transitive codes, with minimum distance at least <span class=""math inline"">5</span>, where the subgroup of <span class=""math inline""><em>X</em></span> stabilising some entry has an almost-simple action on the alphabet in the stabilised entry. The main result of this paper states that the class of <span class=""math inline"">(<em>X</em>, 2)</span> neighbour-transitive codes with an almost-simple action on the alphabet and minimum distance at least <span class=""math inline"">3</span> consists of one infinite family of well known codes.",2017-09-04T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/1240,14,2,345,357,05E20;68R05;20B25
982,AMC,Congruent triangles in arrangements of lines,10.26493/1855-3974.982.6d6,CC BY 4.0,"We study the maximum number of congruent triangles in finite arrangements of <span class=""math inline"">ℓ</span> lines in the Euclidean plane. Denote this number by <span class=""math inline""><em>f</em>(ℓ)</span>. We show that <span class=""math inline""><em>f</em>(5) = 5</span> and that the construction realizing this maximum is unique, <span class=""math inline""><em>f</em>(6) = 8</span>, and <span class=""math inline""><em>f</em>(7) = 14</span>. We also discuss for which integers <span class=""math inline""><em>c</em></span> there exist arrangements on <span class=""math inline"">ℓ</span> lines with exactly <span class=""math inline""><em>c</em></span> congruent triangles. In parallel, we treat the case when the triangles are faces of the plane graph associated to the arrangement (i.e. the interior of the triangle has empty intersection with every line in the arrangement). Lastly, we formulate four conjectures.",2017-09-04T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/982,14,2,359,373,52C30
911,AMC,"A note on the directed genus of <em>K</em><sub><em>n</em>, <em>n</em>, <em>n</em></sub> and <em>K</em><sub><em>n</em></sub>",10.26493/1855-3974.911.3b4,CC BY 4.0,"It is proved that a complete graph <span class=""math inline""><em>K</em><sub><em>n</em></sub></span> can have an orientation whose minimum directed genus is <span class=""math inline""><span>⌈<sup>1</sup>⁄<sub>12</sub></span>(<em>n</em> - 3)(<em>n</em> - 4)<span>⌉</span></span> if and only if <span class=""math inline""><em>n</em> <span>≡</span> 3, 7 (mod 12)</span>. This answers a question of Bonnington et al. by using a method different from current graphs. It is also proved that a complete symmetric tripartite graph <span class=""math inline""><em>K</em><sub><em>n</em>, <em>n</em>, <em>n</em></sub></span> has an orientation whose minimum directed genus is <span class=""math inline""><sup>1</sup>⁄<sub>2</sub>(<em>n</em> - 1)(<em>n</em> - 2)</span>.",2017-09-04T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/911,14,2,375,385,05C10;05B05;05B07
1172,AMC,On domination-type invariants of Fibonacci cubes and hypercubes,10.26493/1855-3974.1172.bae,CC BY 4.0,"The Fibonacci cube <span class=""math inline"">Γ<sub><em>n</em></sub></span> is the subgraph of the <span class=""math inline""><em>n</em></span>-dimensional cube <span class=""math inline""><em>Q</em><sub><em>n</em></sub></span> induced by the vertices that contain no two consecutive 1s. Using integer linear programming, exact values are obtained for <span class=""math inline"">γ<sub><em>t</em></sub>(Γ<sub><em>n</em></sub>)</span>, <span class=""math inline""><em>n</em> ≤ 12</span>. Consequently, <span class=""math inline"">γ<sub><em>t</em></sub>(Γ<sub><em>n</em></sub>) ≤ 2<em>F</em><sub><em>n</em> − 10</sub> + 21<em>F</em><sub><em>n</em> − 8</sub></span> holds for <span class=""math inline""><em>n</em> ≥ 11</span>, where <span class=""math inline""><em>F</em><sub><em>n</em></sub></span> are the Fibonacci numbers. It is proved that if <span class=""math inline""><em>n</em> ≥ 9</span>, then <span class=""math inline"">γ<sub><em>t</em></sub>(Γ<sub><em>n</em></sub>) ≥ ⌈(<em>F</em><sub><em>n</em> + 2</sub>−11)/(<em>n</em>−3)⌉ − 1</span>. Using integer linear programming exact values for the 2-packing number, connected domination number, paired domination number, and signed domination number of small Fibonacci cubes and hypercubes are obtained. A conjecture on the total domination number of hypercubes asserting that <span class=""math inline"">γ<sub><em>t</em></sub>(<em>Q</em><sub><em>n</em></sub>)=2<sup><em>n</em> − 2</sup></span> holds for <span class=""math inline""><em>n</em> ≥ 6</span> is also disproved in several ways.",2017-09-04T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/1172,14,2,387,395,05C69;68R10;94B05
938,AMC,On <i>t</i>-fold covers of coherent configurations,10.26493/1855-3974.938.1ae,CC BY 4.0,"We introduce the covering configuration induced by a regular weight defined on a coherent configuration. This construction generalizes the well-known equivalence of regular two-graphs and antipodal double covers of complete graphs. It also recovers, as special cases, the rank 6 association schemes connected with regular 3-graphs, and certain extended Q-bipartite doubles of cometric association schemes. We articulate sufficient conditions on the parameters of a coherent configuration for it to arise as a covering configuration.",2017-09-04T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/938,14,2,397,413,05C22;05C50;05E30
1007,AMC,Linking rings structures and semisymmetric graphs: Combinatorial constructions,10.26493/1855-3974.1007.3ec,CC BY 4.0,"This paper considers combinatorial methods of constructing LR structures: two isolated constructions, RC and SoP, two closely related constructions, <span class=""math inline"">CS(Γ, <strong>B</strong>, 0)</span> and <span class=""math inline"">CS(Γ, <strong>B</strong>, 1)</span> using cycle decompositions of tetravalent graphs, a generalization of those, <span class=""math inline"">CS(Γ, <strong>B</strong>, k)</span> for <span class=""math inline""><em>k</em> &gt; 2</span>, and finally a construction <span class=""math inline"">LDCS</span> relating to cycle decompositions of graphs of higher even valence. This last construction is used to classify all LR structures of types <span class=""math inline"">{3, *}</span> or <span class=""math inline"">{4, *}</span>.",2017-11-02T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/1007,15,1,1,17,20B25;05E18
1376,AMC,On Wiener inverse interval problem of trees,10.26493/1855-3974.1376.7c2,CC BY 4.0,"The Wiener index <span class=""math inline""><em>W</em>(<em>G</em>)</span> of a simple connected graph <span class=""math inline""><em>G</em></span> is defined as the sum of distances over all pairs of vertices in a graph. We denote by <span class=""math inline""><em>W</em>[<strong>T</strong><sub><em>n</em></sub>]</span> the set of all values of the Wiener index for a graph from the class <span class=""math inline""><strong>T</strong><sub><em>n</em></sub></span> of trees on <span class=""math inline""><em>n</em></span> vertices. The largest interval of consecutive integers (consecutive even integers in case of odd <span class=""math inline""><em>n</em></span>) contained in <span class=""math inline""><em>W</em>[<strong>T</strong><sub><em>n</em></sub>]</span> is denoted by <span class=""math inline""><em>W</em><sup><em>int</em></sup>[<strong>T</strong><sub><em>n</em></sub>].</span> In this paper we prove that both sets are of cardinality <span class=""math inline""><sup>1</sup>⁄<sub>6</sub><em>n</em><sup>3</sup> + <em>O</em>(<em>n</em><sup>5/2</sup>)</span> in the case of even <span class=""math inline""><em>n</em>,</span> while in the case of odd <span class=""math inline""><em>n</em></span> we prove that the cardinality of both sets equals <span class=""math inline""><sup>1</sup>⁄<sub>12</sub><em>n</em><sup>3</sup> + O(<em>n</em><sup>5/2</sup>),</span> which essentially solves two conjectures posed in the literature.",2017-11-02T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/1376,15,1,19,37,NA
1439,AMC,Groups in which every non-nilpotent subgroup is self-normalizing,10.26493/1855-3974.1439.fdf,CC BY 4.0,"We study the class of groups having the property that every non-nilpotent subgroup is equal to its normalizer. These groups are either soluble or perfect. We describe soluble groups and finite perfect groups with the above property. Furthermore, we give some structural information in the infinite perfect case.",2017-11-02T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/1439,15,1,39,51,20E34;20D15;20E32
1098,AMC,On the number of additive permutations and Skolem-type sequences,10.26493/1855-3974.1098.ca0,CC BY 4.0,"Cavenagh and Wanless recently proved that, for sufficiently large odd <span class=""math inline""><em>n</em></span>, the number of transversals in the Latin square formed from the addition table for integers modulo <span class=""math inline""><em>n</em></span> is greater than <span class=""math inline"">(3.246)<sup><em>n</em></sup></span>. We adapt their proof to show that for sufficiently large <span class=""math inline""><em>t</em></span> the number of additive permutations on <span class=""math inline"">[−<em>t</em>, <em>t</em>]</span> is greater than <span class=""math inline"">(3.246)<sup>2<em>t</em> + 1</sup></span> and we go on to derive some much improved lower bounds on the numbers of Skolem-type sequences. For example, it is shown that for sufficiently large <span class=""math inline""><em>t</em> ≡ 0 or 3 (mod 4)</span>, the number of split Skolem sequences of order <span class=""math inline""><em>n</em> = 7<em>t</em> + 3</span> is greater than <span class=""math inline"">(3.246)<sup>6<em>t</em> + 3</sup></span>. This compares with the previous best bound of <span class=""math inline"">2<sup>⌊<em>n</em>/3⌋</sup></span>.",2017-09-04T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/1098,14,2,415,432,05B07;05B10
1161,AMC,On prime-valent symmetric graphs of square-free order,10.26493/1855-3974.1161.3b9,CC BY 4.0,"Symmetric graphs of valencies 3, 4 and 5 and square-free order have been classified in the literature. In this paper, we will present a complete classification of symmetric graphs of square-free order and any prime valency which admit a soluble arc-transitive group, and a complete classification of 7-valent symmetric graphs of square-free order.",2017-11-02T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/1161,15,1,53,65,20B15;20B30;05C25
1043,AMC,Classification of regular balanced Cayley maps  of  minimal non-abelian metacyclic groups,10.26493/1855-3974.1043.9d5,CC BY 4.0,"<p>In this paper, we classify the regular balanced Cayley maps of minimal non-abelian metacyclic groups. Besides the quaternion group <span class=""math inline""><em>Q</em><sub>8</sub></span>, there are two infinite families of such groups which are denoted by <span class=""math inline""><em>M</em><sub><em>p</em>, <em>q</em></sub>(<em>m</em>, <em>r</em>)</span> and <span class=""math inline""><em>M</em><sub><em>p</em></sub>(<em>n</em>, <em>m</em>)</span>, respectively. Firstly, we prove that there are regular balanced Cayley maps of <span class=""math inline""><em>M</em><sub><em>p</em>, <em>q</em></sub>(<em>m</em>, <em>r</em>)</span> if and only if <span class=""math inline""><em>q</em> = 2</span> and we list all of them up to isomorphism. Secondly, we prove that there are regular balanced Cayley maps of <span class=""math inline""><em>M</em><sub><em>p</em></sub>(<em>n</em>, <em>m</em>)</span> if and only if <span class=""math inline""><em>p</em> = 2</span> and <span class=""math inline""><em>n</em> = <em>m</em></span> or <span class=""math inline""><em>n</em> = <em>m</em> + 1</span> and there is exactly one such map up to isomorphism in either case. Finally, as a corollary, we prove that any metacyclic <span class=""math inline""><em>p</em></span>-group for odd prime number <span class=""math inline""><em>p</em></span> does not have regular balanced Cayley maps.</p>",2017-09-04T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/1043,14,2,433,443,NA
1534,AMC,Indecent Proposals,NA,CC BY 4.0,NA,2017-03-06T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/1534,13,2,NA,NA,NA
1543,AMC,"Graphs, groups, and more: celebrating Brian Alspach's 80th and Dragan Marušič's 65th birthdays",NA,CC BY 4.0,NA,2017-03-06T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/1543,13,2,NA,NA,NA
1557,AMC,8ECM and EWM,NA,CC BY 4.0,NA,2017-03-21T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/1557,14,1,NA,NA,NA
1319,AMC,Rank 4 toroidal hypertopes,10.26493/1855-3974.1319.375,CC BY 4.0,"<div class=""page"" title=""Page 1""><div class=""layoutArea""><div class=""column""><p><span>We classify the regular toroidal hypertopes of rank 4. Their automorphism groups are the quotients of infinite irreducible Coxeter groups of euclidean type with 4 generators. We also prove that there are no toroidal chiral hypertopes of rank 4. </span></p></div></div></div>",2017-11-02T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/1319,15,1,67,79,52B11;20F55
1382,AMC,On 2-distance-balanced graphs,10.26493/1855-3974.1382.dee,CC BY 4.0,"Let <span class=""math inline""><em>n</em></span> denote a positive integer. A graph <span class=""math inline"">Γ</span> of diameter at least <span class=""math inline""><em>n</em></span> is said to be <span><em><span class=""math inline""><em>n</em></span>-distance-balanced</em></span> whenever for any pair of vertices <span class=""math inline""><em>u</em>, <em>v</em></span> of <span class=""math inline"">Γ</span> at distance <span class=""math inline""><em>n</em></span>, the number of vertices closer to <span class=""math inline""><em>u</em></span> than to <span class=""math inline""><em>v</em></span> is equal to the number of vertices closer to <span class=""math inline""><em>v</em></span> than to <span class=""math inline""><em>u</em></span>. In this article we consider <span class=""math inline""><em>n</em> = 2</span> (e.g. we consider <span><em><span class=""math inline"">2</span>-distance-balanced graphs</em></span>). We show that there exist <span class=""math inline"">2</span>-distance-balanced graphs that are not <span class=""math inline"">1</span>-distance-balanced (e.g. distance-balanced). We characterize all connected <span class=""math inline"">2</span>-distance-balanced graphs that are not <span class=""math inline"">2</span>-connected. We also characterize <span class=""math inline"">2</span>-distance-balanced graphs that can be obtained as cartesian product or lexicographic product of two graphs.",2017-11-02T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/1382,15,1,81,95,05C12;05C76
1107,AMC,A note on extremal results on directed acyclic graphs,10.26493/1855-3974.1107.1c8,CC BY 4.0,"<p>This paper studies the maximum number of edges of a Directed Acyclic Graph (DAG) with <span class=""math inline""><em>n</em></span> vertices in terms of it’s longest path <span class=""math inline"">ℓ</span>. We prove that in general this number is the Turán number <span class=""math inline""><em>t</em>(<em>n</em>, <em>l</em> + 1)</span>, the maximum number of edges in a graph with <span class=""math inline""><em>n</em></span> vertices without a clique of size <span class=""math inline"">ℓ + 2</span>. Furthermore, we find the maximum number of edges in a DAG which is either reduced, strongly reduced or extremely reduced and we relate this extremal result with the family of intersection graphs of families of boxes with transverse intersection.</p>",2017-09-04T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/1107,14,2,445,454,05C620;05C35
1598,AMC,Paper has been retracted by the Editors in Chief with author’s permission.,NA,CC BY 4.0,<span>Paper has been retracted by the Editors in Chief with author’s permission.</span>,2017-03-21T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/1598,14,1,15,23,NA
1602,AMC,Salami-Slicing Research,NA,CC BY 4.0,NA,2017-03-21T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/1602,14,1,NA,NA,NA
1327,AMC,The arc-types of Cayley graphs,10.26493/1855-3974.1327.6ee,CC BY 4.0,"<p>Let <span class=""math inline""><em>X</em></span> be a finite vertex-transitive graph of valency <span class=""math inline""><em>d</em></span>, and let <span class=""math inline""><em>A</em></span> be the full automorphism group of <span class=""math inline""><em>X</em></span>. Then the <span><em>arc-type</em></span> of <span class=""math inline""><em>X</em></span> is defined in terms of the sizes of the orbits of the action of the stabiliser <span class=""math inline""><em>A</em><sub><em>v</em></sub></span> of a given vertex <span class=""math inline""><em>v</em></span> on the set of arcs incident with <span class=""math inline""><em>v</em></span>. Specifically, the arc-type is the partition of <span class=""math inline""><em>d</em></span> as the sum <span class=""math inline""><em>n</em><sub>1</sub> + <em>n</em><sub>2</sub> + … + <em>n</em><sub><em>t</em></sub> + (<em>m</em><sub>1</sub> + <em>m</em><sub>1</sub>) + (<em>m</em><sub>2</sub> + <em>m</em><sub>2</sub>) + … + (<em>m</em><sub><em>s</em></sub> + <em>m</em><sub><em>s</em></sub>)</span>, where <span class=""math inline""><em>n</em><sub>1</sub>, <em>n</em><sub>2</sub>, …, <em>n</em><sub><em>t</em></sub></span> are the sizes of the self-paired orbits, and <span class=""math inline""><em>m</em><sub>1</sub>, <em>m</em><sub>1</sub>, <em>m</em><sub>2</sub>, <em>m</em><sub>2</sub>, …, <em>m</em><sub><em>s</em></sub>, <em>m</em><sub><em>s</em></sub></span> are the sizes of the non-self-paired orbits, in descending order.</p><p>In a recent paper, it was shown by Conder, Pisanski and <span>Ž</span>itnik that with the exception of the partitions <span class=""math inline"">1 + 1</span> and <span class=""math inline"">(1 + 1)</span> for valency <span class=""math inline"">2</span>, every such partition occurs as the arc-type of some vertex-transitive graph. In this paper, we extend this to show that in fact every partition other than <span class=""math inline"">1</span>, <span class=""math inline"">1 + 1</span> and <span class=""math inline"">(1 + 1)</span> occurs as the arc-type of infinitely many connected finite Cayley graphs with the given valency <span class=""math inline""><em>d</em></span>. As a consequence, this also shows that for every <span class=""math inline""><em>d</em> &gt; 2</span>, there are infinitely many finite zero-symmetric graphs (or GRRs) of valency <span class=""math inline""><em>d</em></span>.</p>",2017-11-02T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/1327,15,1,97,112,05E18;20B25;05C75;05C76
1414,AMC,Coloring properties of categorical product of general Kneser hypergraphs,10.26493/1855-3974.1414.58b,CC BY 4.0,"<p>More than 50 years ago Hedetniemi conjectured that the chromatic number of categorical product of two graphs is equal to the minimum of their chromatic numbers. This conjecture has received a considerable attention in recent years. Hedetniemi’s conjecture was generalized to hypergraphs by Zhu in 1992. Hajiabolhassan and Meunier, in 2016, introduced the first nontrivial lower bound for the chromatic number of categorical product of general Kneser hypergraphs and using this lower bound, they verified Zhu’s conjecture for some families of hypergraphs. In this paper, we shall present some colorful type results for the coloring of categorical product of general Kneser hypergraphs, which generalize the Hajiabolhassan-Meunier result. Also, we present a new lower bound for the chromatic number of categorical product of general Kneser hypergraphs which can be much better than the Hajiabolhassan-Meunier lower bound. Using this lower bound, we enrich the family of hypergraphs satisfying Zhu’s conjecture.</p>",2017-11-02T00:00:00Z,AMC,https://amc-journal.eu/index.php/amc/editor/submission/1414,15,1,113,126,05C15
